id,v_21,v_32,v_15,v_4,v_1,v_8,v_12,v_25,v_20,v_18,v_3,v_11,v_14,v_26,v_27,v_30,v_9,v_31,v_28,v_13,v_33,v_17,v_19,v_29,v_23,v_24,v_10,v_5,v_6,v_22,v_0,v_7,v_2,v_16,v_34,v_35,v_36,v_37,v_38,v_39,v_40,label
147,3,116,10,121,1,1,16,110,6,7,131,1,0,1,0,0,0,39,0,14,30,49,23,18,3,15,26,39,13,25,12,7.6,2.6,0.32,2,15,36,31,53,71,2,0
148,3,89,10,54,1,1,16,1,6,30,5,1,0,0,1,1,0,26,0,14,29,48,23,16,4,15,25,37,8,13,12,7.6,2.6,0.32,2,27,13,17,40,29,3,0
149,12,165,19,59,1,21,19,3,281,35,47,0,1,1,0,1,1,35,0,25,31,56,24,22,7,20,30,50,22,32,19,20.4,4.5,8.79,3,33,19,13,18,50,7,1
150,10,123,14,52,1,2,17,115,175,108,53,0,0,1,0,1,0,39,0,21,32,60,29,22,7,15,27,49,13,26,13,18.4,3.5,2.79,15,29,20,31,31,81,11,2
151,9,123,12,128,1,20,18,188,260,111,52,0,1,0,0,1,1,56,0,21,35,64,28,22,7,22,34,47,19,30,19,24.2,0.3,5.08,10,101,44,45,54,59,5,0
152,3,6,10,55,1,1,16,110,168,103,87,1,0,0,1,0,0,27,0,14,28,47,23,19,3,15,24,36,13,25,12,10.8,1.4,1.74,5,27,15,5,17,67,4,1
153,7,89,19,55,1,4,22,113,283,109,79,0,1,1,0,1,0,30,0,20,29,49,23,23,8,22,31,43,21,30,21,19.2,7.3,2.08,5,23,35,10,27,39,2,1
154,3,116,10,59,1,3,16,1,278,121,131,0,0,0,1,1,0,37,0,14,26,44,18,6,6,15,24,31,8,13,12,10.8,1.4,1.74,7,96,12,34,46,75,0,0
155,3,116,10,121,1,1,16,1,251,103,87,0,0,0,1,1,0,36,0,14,30,52,21,17,4,15,26,48,8,13,12,16.2,0.3,-0.92,0,91,3,35,20,67,5,0
156,4,116,10,20,0,1,16,181,251,30,45,0,0,0,1,0,1,46,0,14,29,47,23,18,3,15,25,38,14,25,12,9.4,-0.8,-3.12,8,29,39,17,9,71,0,1
157,3,147,10,54,1,1,16,183,278,38,70,1,0,0,1,1,0,33,0,25,40,59,31,17,3,25,34,46,18,25,12,12.7,3.7,-1.7,9,44,37,27,60,1,5,0
158,3,6,12,121,1,1,16,110,168,30,39,1,0,0,1,0,1,28,0,14,31,49,26,19,3,15,27,39,16,26,12,9.4,-0.8,-3.12,9,78,4,39,53,39,0,1
159,4,116,10,20,0,1,16,165,242,3,5,0,0,0,1,0,0,62,0,14,29,49,22,18,3,15,25,43,13,25,12,7.6,2.6,0.32,9,60,7,32,30,70,0,0
160,3,6,10,100,1,1,16,1,6,103,87,0,0,0,1,0,1,28,0,14,29,47,24,18,3,15,25,38,14,25,12,11.1,0.6,2.02,7,18,22,29,51,74,5,1
161,3,147,10,20,0,1,16,5,60,11,31,0,0,0,1,0,0,35,0,21,33,51,27,17,3,19,30,42,13,23,12,10.8,1.4,1.74,7,64,9,18,14,74,0,0
162,3,69,10,55,1,1,129,5,60,23,17,0,0,0,1,0,0,26,1,14,29,54,24,19,3,15,25,46,14,25,12,11.1,0.6,2.02,8,81,23,10,39,25,3,1
163,4,116,10,167,0,1,16,181,251,103,104,0,0,0,1,0,0,42,0,14,28,46,18,6,3,15,24,36,8,13,12,9.4,-0.8,-3.12,4,56,49,28,24,56,0,2
164,3,6,10,148,1,1,16,1,168,23,104,1,0,0,1,0,0,27,0,14,29,49,22,17,3,15,25,40,12,24,12,10.8,1.4,1.74,8,43,27,38,57,41,1,2
165,6,161,12,61,1,21,20,114,174,111,72,0,0,1,0,1,1,35,0,21,35,50,26,22,10,23,27,45,23,31,16,20.4,2.5,9.79,9,71,48,12,10,0,6,1
166,3,89,11,146,1,1,16,1,6,103,87,0,0,0,1,0,1,26,0,14,30,48,25,19,3,15,27,39,16,27,12,15.5,2.8,-4.06,7,24,40,27,22,20,2,1
167,10,6,17,104,1,4,21,5,168,26,42,1,1,0,1,1,1,31,0,20,29,49,33,24,10,22,34,40,20,25,17,11.9,9.4,8.51,8,77,28,23,20,54,8,1
168,3,147,10,100,1,1,16,165,242,3,5,0,0,0,1,0,0,38,0,23,39,60,33,18,3,26,32,45,21,25,12,9.4,-0.8,-3.12,9,40,46,3,44,10,1,1
169,3,6,11,102,1,1,16,12,60,38,39,1,0,0,1,0,0,26,0,14,29,49,24,18,3,15,25,37,14,24,12,8.9,1.4,3.51,9,64,47,3,17,36,4,1
170,3,6,11,148,1,1,16,181,251,103,70,1,0,0,1,0,1,26,0,14,29,49,24,19,3,15,25,37,13,25,12,12.4,0.5,1.79,1,0,39,0,28,61,3,2
171,4,166,10,158,1,1,16,181,251,38,79,0,0,0,1,0,0,43,0,14,30,48,18,6,3,15,25,31,8,13,12,8.9,1.4,3.51,8,75,41,12,49,13,3,0
172,3,89,10,96,1,1,16,110,168,12,31,0,0,0,1,0,0,28,0,14,28,52,21,16,3,15,24,41,11,23,12,12.4,0.5,1.79,6,34,47,38,17,41,4,2
173,56,116,10,167,0,1,16,1,6,12,31,0,0,0,1,1,1,43,0,14,28,51,22,16,3,15,24,37,13,25,12,8.9,1.4,3.51,3,34,41,31,57,56,0,1
174,3,89,10,121,1,1,16,181,168,64,39,0,0,0,1,1,0,32,0,14,30,49,25,17,3,15,27,39,16,26,12,13.9,-0.3,0.79,7,55,18,8,25,69,2,1
175,3,116,10,59,1,3,16,5,60,12,104,0,0,0,1,1,0,39,0,14,28,41,18,6,3,15,24,31,8,13,12,10.8,1.4,1.74,1,59,29,14,30,10,2,0
176,3,143,10,20,0,1,16,110,33,23,45,0,0,0,1,0,0,34,0,14,29,51,21,17,3,15,25,39,13,25,12,9.4,-0.8,-3.12,8,79,33,11,13,4,2,1
177,4,147,10,167,0,1,16,181,251,12,104,0,0,0,1,0,0,41,0,22,33,56,26,16,3,22,29,44,17,23,12,7.6,2.6,0.32,3,92,34,31,1,73,1,2
178,3,6,13,121,1,1,16,110,168,103,44,1,0,0,1,0,1,27,0,14,30,50,24,18,3,15,27,39,16,27,12,13.9,-0.3,0.79,0,31,2,24,51,59,1,1
179,3,6,10,158,1,1,16,110,278,103,87,0,0,0,1,0,1,27,0,14,30,51,24,19,3,15,26,38,15,26,12,12.4,0.5,1.79,4,21,30,30,41,57,0,1
180,4,116,10,20,0,1,16,181,251,38,44,0,0,0,1,0,0,48,0,19,32,50,27,21,3,18,26,38,15,27,12,12.7,3.7,-1.7,0,94,17,40,51,69,0,1
181,3,116,10,96,1,1,16,1,168,23,70,0,0,0,1,1,0,35,0,14,28,54,21,16,3,15,24,40,11,23,12,15.5,2.8,-4.06,8,63,22,25,50,16,4,0
182,6,15,12,26,1,7,18,9,14,27,46,0,1,1,0,1,1,31,0,17,31,47,25,11,4,15,26,40,13,20,21,14.4,0.5,7.79,8,63,16,43,24,28,10,0
183,3,116,10,102,1,12,16,110,168,12,13,0,0,1,0,1,0,42,0,14,29,47,18,6,3,15,25,37,8,13,12,15.5,2.8,-4.06,3,68,27,34,24,28,0,0
184,4,116,10,20,0,9,16,181,251,38,87,0,0,0,1,0,0,50,0,14,29,47,24,17,3,15,25,37,14,26,12,10.8,1.4,1.74,4,76,14,19,35,31,5,1
185,9,96,17,167,1,8,22,62,8,24,14,0,1,1,0,1,1,34,0,15,36,58,19,10,6,20,27,46,15,15,17,14.6,9.6,1.32,1,67,48,46,64,36,6,0
186,3,6,11,158,1,1,16,110,251,23,87,1,0,0,1,0,0,27,0,14,29,47,18,6,3,15,25,31,8,13,12,12.7,3.7,-1.7,3,52,12,38,18,3,4,0
187,3,116,10,9,1,1,16,183,251,103,45,0,0,1,0,1,0,45,0,14,30,48,18,6,3,15,26,38,9,23,12,8.9,1.4,3.51,7,44,38,7,28,20,5,0
188,7,157,15,61,1,19,21,6,14,14,36,0,1,1,0,1,1,32,0,20,34,56,31,27,9,15,32,54,13,33,12,18.4,4.5,3.79,1,47,26,26,44,21,6,2
189,3,6,10,100,1,1,16,1,6,103,39,1,0,1,0,0,1,30,0,14,29,41,18,6,3,15,25,31,8,13,12,12.4,0.5,1.79,5,59,25,11,30,37,4,0
190,3,116,10,121,1,1,16,181,168,103,79,1,0,0,1,0,0,35,0,14,30,55,18,6,3,15,26,45,8,13,12,11.1,0.6,2.02,3,37,27,30,30,7,2,0
191,8,10,12,63,1,1,25,9,8,24,45,0,1,0,0,1,1,27,0,21,30,57,26,22,5,20,31,43,15,26,14,16.6,2.6,8.32,7,56,48,19,10,80,7,2
192,3,147,10,20,0,1,16,183,168,30,39,0,0,0,1,0,0,28,0,16,29,47,24,18,3,15,25,38,13,27,12,12.7,3.7,-1.7,6,33,50,20,16,3,0,2
193,3,8,22,129,1,10,23,13,12,31,108,1,1,1,0,1,1,32,0,16,36,53,31,20,8,21,32,47,22,37,18,13.4,0.5,2.79,13,80,45,8,15,46,13,1
194,3,6,11,155,1,1,16,181,251,30,44,1,1,0,1,0,1,28,0,14,29,47,24,20,3,15,25,38,14,27,12,8.9,1.4,3.51,3,28,18,34,29,16,1,1
195,3,6,14,54,1,1,16,5,60,11,17,1,0,0,1,1,0,30,0,14,29,47,24,20,3,15,25,37,14,28,12,9.4,-0.8,-3.12,6,37,23,35,34,66,4,1
196,10,122,11,105,1,1,19,181,259,112,96,0,1,1,0,1,1,42,0,17,33,52,20,25,11,17,33,46,17,27,18,17.8,3.4,4.74,16,83,50,21,30,6,7,0
197,3,6,10,121,1,1,16,181,251,103,87,1,0,0,1,0,1,38,0,14,30,49,25,20,3,15,27,40,9,26,12,13.9,-0.3,0.79,3,86,10,31,34,15,4,0
198,8,90,16,157,1,10,19,187,282,69,79,0,1,1,0,1,1,38,0,14,37,48,28,18,7,21,31,37,19,26,16,14.6,5.6,1.32,3,88,48,44,6,62,11,0
199,5,98,10,105,1,4,25,113,175,111,77,0,1,1,0,1,1,30,0,15,31,50,21,18,9,24,25,47,11,33,17,19.8,4.4,2.74,4,51,1,18,10,41,8,0
200,3,6,10,52,1,1,16,1,168,315,428,0,0,1,1,1,0,26,0,14,29,47,23,21,3,15,25,39,12,27,12,8.9,1.4,3.51,2,23,10,39,51,45,2,1
201,3,6,10,102,1,1,16,5,33,23,44,0,0,0,1,1,1,28,0,14,29,50,24,18,3,15,25,37,14,25,12,8.9,1.4,3.51,0,32,12,7,16,15,3,1
202,3,92,10,155,1,1,16,1,6,23,70,1,0,0,1,1,0,27,0,14,29,47,24,19,3,15,25,37,14,27,12,8.9,1.4,3.51,4,79,12,34,54,41,1,1
203,3,166,10,96,1,1,16,1,251,103,104,0,0,0,1,0,0,61,0,28,38,56,33,17,3,27,32,44,20,24,13,8.9,1.4,3.51,3,17,7,11,7,59,1,2
204,3,6,10,102,1,1,16,1,6,12,31,1,0,0,1,1,0,28,0,14,29,51,24,18,3,15,25,40,12,26,12,12.4,0.5,1.79,0,88,2,3,26,35,3,1
205,3,6,13,121,1,1,16,12,60,11,31,1,0,0,1,0,0,26,0,14,30,48,25,17,3,15,27,39,16,25,12,12.4,0.5,1.79,9,88,18,23,24,60,2,1
206,3,6,10,158,1,1,16,110,6,30,104,1,0,1,1,0,0,26,0,14,29,50,23,19,3,15,25,41,12,24,12,9.4,-0.8,-3.12,4,50,13,24,44,69,2,2
207,4,116,10,167,0,1,16,165,242,3,5,1,0,0,0,1,0,57,0,14,28,46,18,6,3,15,24,36,8,13,12,7.6,2.6,0.32,8,18,27,34,41,70,0,0
208,3,6,11,96,1,1,16,183,168,12,70,1,0,0,1,0,0,27,0,14,28,49,22,18,3,15,24,41,11,27,12,10.8,1.4,1.74,9,70,6,34,49,34,5,2
209,4,116,10,52,1,1,16,181,251,64,70,0,0,0,1,1,0,39,0,14,29,51,24,21,3,15,25,42,13,25,12,13.9,-0.3,0.79,0,36,36,29,34,22,3,1
210,3,147,10,76,1,6,16,1,204,23,131,1,0,0,1,0,1,29,0,14,28,48,18,6,3,15,24,36,8,13,12,7.6,2.6,0.32,9,15,29,35,36,37,4,0
211,3,147,10,52,1,1,16,5,60,7,17,0,0,0,1,1,0,30,0,14,29,53,18,6,3,15,25,41,8,13,12,16.2,0.3,-0.92,8,5,31,29,32,9,0,0
212,3,89,11,155,1,1,16,1,6,23,39,1,0,0,1,1,0,28,0,14,29,52,21,19,3,15,25,44,12,23,12,9.4,-0.8,-3.12,6,32,36,8,7,44,3,2
213,3,6,15,59,1,1,16,110,168,38,31,1,0,0,1,1,1,28,0,14,28,47,23,20,3,15,24,38,13,26,12,8.9,1.4,3.51,4,12,1,10,44,64,1,1
214,3,6,10,59,1,1,16,5,6,11,31,0,0,0,1,1,0,28,0,14,28,50,22,17,3,15,24,38,12,25,14,7.6,2.6,0.32,8,82,22,27,14,66,1,2
215,3,6,10,100,1,1,16,181,168,30,104,0,0,1,1,0,0,26,0,14,29,51,23,16,3,15,25,45,10,23,12,7.6,2.6,0.32,7,88,7,15,58,32,3,2
216,3,147,10,167,0,1,16,181,251,103,87,1,0,0,1,0,0,35,0,14,28,46,18,6,3,15,24,36,8,13,12,7.6,2.6,0.32,0,91,46,7,56,5,5,0
217,5,121,11,54,1,9,17,8,173,28,43,0,1,1,0,1,1,42,0,17,29,63,27,28,13,19,30,52,11,16,19,23.5,5.8,3.94,8,41,23,25,41,70,7,0
218,3,89,10,100,1,1,16,110,278,12,70,0,0,0,1,0,1,27,0,14,29,54,24,17,3,15,25,40,13,25,12,11.1,0.6,2.02,3,54,18,30,21,1,0,1
219,56,116,10,52,1,1,16,1,6,23,79,0,0,1,0,0,0,35,0,14,29,47,18,6,3,15,25,38,8,13,12,8.9,1.4,3.51,2,10,50,38,32,26,3,0
220,3,6,14,121,1,1,16,183,168,103,45,1,0,0,1,0,0,28,0,14,31,53,25,18,3,15,27,43,15,25,12,12.7,3.7,-1.7,6,91,10,36,6,36,0,1
221,3,92,12,121,1,1,16,110,6,23,70,1,0,0,1,0,0,26,0,14,30,48,25,19,3,15,27,39,16,27,12,13.9,-0.3,0.79,2,60,15,26,40,51,2,1
222,3,6,12,155,1,1,16,1,251,23,44,1,0,1,1,0,0,26,0,14,29,47,24,20,3,15,25,37,14,27,12,8.9,1.4,3.51,0,22,37,29,39,6,1,1
223,3,147,10,167,0,1,16,181,251,103,87,0,0,1,0,1,0,36,0,18,32,55,22,16,3,16,25,37,9,23,12,12.7,3.7,-1.7,2,23,14,7,2,4,2,0
224,3,50,10,96,1,3,16,183,278,7,87,0,0,0,1,0,0,35,0,14,28,50,21,18,3,15,24,42,12,26,12,10.8,1.4,1.74,0,49,47,32,35,10,5,1
225,3,89,10,17,1,1,16,5,6,103,87,1,0,0,1,0,0,28,0,14,23,41,18,6,3,15,19,31,8,13,12,12.7,3.7,-1.7,1,25,50,1,43,8,2,0
226,3,89,12,100,1,1,16,110,168,38,70,1,0,0,1,0,0,27,0,14,29,48,23,16,3,15,25,40,14,23,12,8.9,1.4,3.51,5,28,40,40,39,10,1,1
227,3,157,10,52,1,14,16,1,60,103,17,1,0,1,0,1,0,31,0,14,29,53,20,17,3,15,25,39,10,26,12,13.9,-0.3,0.79,6,87,33,14,13,28,1,0
228,3,6,12,121,1,1,16,183,278,38,87,1,0,0,1,0,1,27,0,14,31,49,25,19,3,15,27,39,15,26,12,10.8,1.4,1.74,5,94,40,2,26,54,3,1
229,3,6,15,155,1,1,16,158,251,38,70,1,0,1,0,0,0,26,0,14,29,49,23,19,3,15,25,39,13,24,12,7.6,2.6,0.32,8,15,40,12,4,74,5,0
230,3,147,10,54,1,1,16,5,291,12,70,0,0,0,1,1,0,34,0,19,30,49,25,19,3,18,27,42,15,25,12,12.4,0.5,1.79,4,41,38,12,1,15,4,2
231,3,89,10,155,1,1,16,110,168,23,39,1,0,0,1,0,0,28,0,14,29,50,24,17,3,15,25,39,13,24,12,7.6,2.6,0.32,1,31,28,33,8,38,3,2
232,3,116,10,55,1,12,16,5,6,11,44,0,0,0,1,1,0,33,0,14,29,41,18,6,3,15,25,31,8,13,12,10.8,1.4,1.74,7,71,31,36,59,26,5,0
233,10,94,17,103,1,5,21,3,7,30,53,0,1,1,0,1,1,30,0,22,38,51,30,18,4,18,26,39,21,27,16,10.8,7.4,7.74,7,17,10,20,44,21,4,1
234,3,89,11,155,1,1,16,5,6,23,44,1,0,0,1,0,0,27,0,14,29,47,24,18,3,15,25,37,14,25,12,16.2,0.3,-0.92,1,48,30,32,49,27,0,1
235,3,50,10,55,1,3,16,110,251,121,131,0,0,0,1,1,0,32,0,17,28,51,21,20,4,15,24,36,8,13,12,7.6,2.6,0.32,7,89,14,31,48,11,4,0
236,3,92,10,96,1,1,16,181,251,38,70,1,0,0,0,1,0,28,0,14,28,46,18,6,3,15,24,31,8,13,12,9.4,-0.8,-3.12,9,65,43,0,39,64,1,0
237,3,6,10,96,1,1,16,183,6,12,104,1,0,0,1,1,0,27,0,14,28,46,23,19,3,15,24,38,13,25,12,9.4,-0.8,-3.12,5,67,13,29,31,3,0,1
238,10,10,17,109,1,7,19,189,283,46,79,0,1,1,1,1,1,31,0,18,35,55,22,24,8,21,25,46,21,32,21,12.6,8.6,9.32,6,96,14,45,36,84,4,1
239,56,89,14,121,1,1,16,181,278,30,79,1,0,0,1,0,1,26,0,14,31,49,25,18,3,15,27,39,15,25,12,12.7,3.7,-1.7,5,93,15,7,7,12,4,1
240,3,89,13,102,1,1,16,5,60,12,31,1,0,0,1,0,0,28,0,14,28,46,23,17,3,15,25,42,9,24,12,10.8,1.4,1.74,0,34,9,30,31,33,3,0
241,4,116,10,155,1,1,16,181,251,103,104,0,0,1,0,1,0,51,0,14,29,57,20,16,3,15,25,43,12,25,12,10.8,1.4,1.74,7,57,38,36,50,37,2,0
242,3,72,13,102,1,1,16,183,251,103,70,1,0,0,1,0,1,29,0,14,29,48,24,19,3,15,25,37,14,25,12,8.9,1.4,3.51,4,44,17,26,59,6,3,1
243,3,89,10,102,1,1,16,110,168,103,79,1,0,0,1,0,0,28,0,14,29,47,24,18,3,15,25,37,14,25,12,12.4,0.5,1.79,6,91,2,14,56,72,2,1
244,11,90,11,18,1,7,17,5,15,20,37,0,1,1,0,1,0,37,0,22,27,42,22,15,10,24,25,39,14,21,18,13.4,3.2,-3.12,6,91,17,31,18,73,3,1
245,3,6,11,54,1,1,16,1,168,23,31,0,0,0,1,0,0,27,0,14,29,47,24,18,3,15,25,37,14,24,12,12.7,3.7,-1.7,5,69,16,21,47,72,2,1
246,3,6,10,76,1,1,16,5,168,11,87,1,0,0,1,1,0,26,0,14,29,49,24,19,3,15,25,38,13,26,12,15.5,2.8,-4.06,3,5,7,25,28,76,0,0
247,3,6,10,55,1,1,16,12,6,11,87,0,0,0,1,0,0,26,0,14,29,55,22,17,3,15,25,48,11,26,12,11.1,0.6,2.02,2,36,28,21,51,70,0,2
248,11,94,18,100,1,9,23,118,285,32,78,0,1,1,0,1,1,29,0,18,36,48,31,28,7,21,27,38,16,25,19,19.7,10.7,2.3,6,6,40,20,58,85,4,1
249,3,6,13,55,1,1,16,5,6,7,39,1,0,0,1,0,1,27,0,14,29,48,24,20,3,15,25,41,14,26,12,12.4,0.5,1.79,2,8,13,31,6,0,3,1
250,3,147,11,148,1,1,16,183,168,23,31,1,0,0,1,0,0,28,0,18,29,48,24,17,3,15,25,41,12,23,12,10.8,1.4,1.74,7,99,25,5,5,42,3,0
251,4,116,10,52,1,1,16,181,251,103,87,0,0,1,0,0,0,51,0,14,29,51,22,18,3,15,25,44,12,23,12,8.9,1.4,3.51,3,47,33,0,55,23,0,0
252,3,50,10,59,1,3,16,110,168,7,13,0,0,0,0,1,0,48,0,15,28,48,19,19,3,17,24,36,10,27,12,12.7,3.7,-1.7,9,46,48,4,14,44,5,0
253,3,6,11,155,1,1,179,110,6,103,87,1,0,0,1,0,1,27,1,14,29,49,24,19,3,15,25,37,14,26,12,11.1,0.6,2.02,7,59,36,4,11,0,1,0
254,3,116,10,167,0,1,16,5,6,12,31,0,0,0,1,1,0,36,0,14,28,46,18,6,3,15,24,36,8,13,12,12.7,3.7,-1.7,6,90,41,11,42,27,2,0
255,3,6,10,55,1,1,16,5,66,11,17,0,0,0,1,0,0,26,0,14,28,53,23,18,5,15,24,41,13,24,13,9.4,-0.8,-3.12,2,69,2,36,2,72,1,1
256,3,116,10,55,1,1,16,110,251,103,45,1,0,0,1,0,0,34,0,14,29,58,24,18,3,15,25,52,12,25,12,15.5,2.8,-4.06,9,39,23,21,42,63,0,1
257,4,147,10,121,1,1,16,5,60,11,17,0,0,0,1,0,0,36,0,14,30,49,25,20,3,15,27,39,16,27,12,13.9,-0.3,0.79,4,0,2,19,51,37,0,1
258,3,6,10,100,1,1,16,1,168,103,87,0,0,1,1,0,1,27,0,14,29,52,21,17,3,15,25,40,12,24,12,10.8,1.4,1.74,2,48,27,3,32,6,4,1
259,3,116,10,167,0,1,16,181,251,103,87,0,0,0,1,0,0,33,0,14,28,49,21,17,3,15,24,39,11,24,12,10.8,1.4,1.74,4,41,46,9,52,15,1,2
260,3,6,10,100,1,1,129,110,168,103,87,1,0,1,1,0,1,27,1,14,29,49,24,18,3,15,25,38,14,25,12,8.9,1.4,3.51,9,55,39,21,49,60,4,1
261,3,6,10,55,1,1,16,181,251,121,131,0,0,0,1,0,0,26,0,14,28,46,23,20,3,15,24,37,13,28,12,7.6,2.6,0.32,5,96,49,32,0,50,4,1
262,3,6,13,55,1,1,16,183,251,103,87,1,0,0,1,0,1,27,0,14,28,46,23,19,3,15,24,36,13,27,12,10.8,1.4,1.74,0,42,5,12,52,12,5,1
263,3,116,10,148,1,9,16,1,168,7,44,1,0,1,0,0,0,33,0,14,28,46,23,17,3,15,24,36,12,24,12,9.4,-0.8,-3.12,8,59,39,34,8,73,4,0
264,3,6,15,96,1,1,16,110,137,23,39,1,0,0,1,0,0,26,0,14,28,49,21,18,3,15,24,38,12,25,12,7.6,2.6,0.32,1,75,6,26,17,3,3,1
265,3,89,11,102,1,1,16,110,278,30,44,1,0,0,1,0,0,27,0,14,29,48,24,18,3,15,25,37,14,24,12,8.9,1.4,3.51,8,38,2,27,27,4,2,1
266,3,89,10,55,1,1,16,3,168,11,39,1,0,0,1,0,1,28,0,14,29,47,24,20,3,15,25,39,14,25,12,8.9,1.4,3.51,2,17,39,33,4,1,4,1
267,12,13,15,158,1,1,20,119,67,28,47,0,0,1,0,1,1,27,0,21,31,57,31,28,8,18,27,47,15,32,17,17.1,5.6,5.02,2,5,52,20,48,53,4,1
268,33,116,10,121,1,12,16,181,251,30,70,0,0,0,0,0,0,48,0,14,31,52,23,17,7,15,27,42,13,24,16,9.4,-0.8,-3.12,4,94,34,21,37,35,3,0
269,3,69,10,158,1,1,129,274,6,274,198,0,0,0,1,0,0,31,1,25,39,58,34,20,3,21,29,43,17,27,12,8.9,1.4,3.51,9,16,36,0,60,5,5,1
270,4,116,10,158,1,12,16,181,251,103,87,0,0,0,1,0,1,40,0,14,30,51,25,19,3,17,27,39,16,26,12,13.9,-0.3,0.79,8,25,25,31,55,69,4,1
271,3,6,10,100,1,1,16,1,6,103,45,0,0,1,1,0,0,26,0,14,29,51,24,17,3,15,25,40,13,24,12,13.9,-0.3,0.79,3,71,13,21,19,3,1,1
272,33,147,10,20,0,1,16,183,251,103,87,0,0,0,1,0,1,47,0,17,32,50,27,19,3,17,26,41,15,24,12,12.7,3.7,-1.7,3,31,49,2,21,43,5,1
273,3,6,13,121,1,1,16,1,6,12,31,1,0,0,1,0,0,29,0,14,30,49,25,20,3,15,27,40,16,27,12,12.4,0.5,1.79,4,95,24,1,25,74,3,1
274,3,6,13,54,1,1,16,5,60,11,17,1,0,0,1,1,0,26,0,14,29,48,24,20,3,15,25,37,14,28,12,9.4,-0.8,-3.12,7,49,9,32,30,47,1,1
275,3,6,14,155,1,1,16,165,278,3,79,1,0,0,0,0,1,26,0,14,29,53,21,18,3,15,25,46,11,23,12,7.6,2.6,0.32,9,34,20,31,60,18,4,0
276,3,116,10,20,0,1,16,181,251,152,135,0,0,0,1,0,0,42,0,14,29,41,18,6,3,15,25,31,8,13,12,12.7,3.7,-1.7,9,23,0,21,21,78,2,0
277,6,122,14,103,1,10,16,167,244,10,9,0,1,1,0,1,1,37,0,15,34,54,28,23,12,24,33,44,12,20,15,12.4,4.2,-2.12,5,14,22,30,65,29,8,0
278,3,6,15,121,1,1,16,1,6,23,39,1,0,0,1,0,0,27,0,14,31,50,25,18,3,15,27,40,15,25,12,10.8,1.4,1.74,2,27,27,15,25,52,4,1
279,3,6,13,121,1,1,16,183,6,103,104,1,0,0,1,0,0,26,0,14,31,49,26,20,3,15,27,39,16,27,12,9.4,-0.8,-3.12,8,78,23,39,6,43,5,1
280,5,163,10,57,1,19,16,7,15,32,38,1,1,1,0,1,1,32,0,21,38,57,31,18,12,19,31,50,16,32,20,13.4,4.5,6.79,7,66,35,26,33,16,5,1
281,8,97,19,65,1,9,22,4,63,28,23,0,1,1,0,1,1,33,0,16,31,58,20,22,3,22,33,46,12,16,21,9.4,6.2,-0.1200000000000001,1,84,8,40,59,8,3,0
282,3,6,10,59,1,1,16,110,278,103,70,0,0,0,1,1,0,26,0,14,28,53,23,19,3,15,24,47,13,27,12,12.4,0.5,1.79,6,90,3,34,16,29,2,0
283,6,91,18,155,1,4,20,5,14,13,40,0,1,1,0,1,1,34,0,15,33,49,29,20,5,19,32,42,23,26,17,12.9,10.4,3.51,10,68,23,9,55,52,8,1
284,3,89,15,121,1,1,16,1,251,7,13,1,0,0,1,0,0,27,0,14,31,49,25,19,3,15,27,39,15,26,12,10.8,1.4,1.74,2,94,12,7,27,6,1,1
285,3,6,10,76,1,1,16,27,73,3,39,1,0,1,1,0,0,37,0,14,28,51,19,19,7,15,24,45,8,13,20,10.8,1.4,1.74,0,90,17,14,25,40,3,0
286,3,6,10,102,1,1,16,110,278,103,79,0,0,0,1,0,1,29,0,14,29,48,24,18,3,15,25,37,14,25,12,13.9,-0.3,0.79,6,31,46,33,36,27,3,1
287,3,116,10,167,0,1,16,183,251,103,87,0,0,0,1,1,0,35,0,14,28,41,18,6,3,15,24,31,8,13,12,10.8,1.4,1.74,7,5,33,32,1,52,5,0
288,8,94,12,152,1,3,23,14,68,8,17,0,1,1,0,1,1,26,0,18,33,50,18,9,5,21,31,35,12,14,12,17.5,7.8,-4.06,8,45,53,13,53,1,1,0
289,3,89,10,121,1,1,16,110,278,30,87,1,0,0,1,0,1,28,0,14,30,48,24,18,3,15,26,38,14,25,12,7.6,2.6,0.32,6,45,3,35,41,27,0,1
290,3,6,14,121,1,1,16,110,168,38,79,1,0,0,1,0,1,26,0,14,31,49,25,18,3,15,27,39,15,25,12,10.8,1.4,1.74,7,79,34,5,43,37,4,1
291,3,69,10,155,1,1,114,110,168,23,44,1,0,0,1,0,0,30,1,14,29,47,24,19,3,15,25,37,14,26,12,12.4,0.5,1.79,1,12,50,15,38,41,1,1
292,33,116,10,121,1,1,16,181,251,103,87,0,0,1,1,0,0,46,0,14,30,54,21,17,3,15,26,45,10,23,12,16.2,0.3,-0.92,3,7,36,19,31,58,5,0
293,3,6,10,100,1,1,16,110,278,30,45,0,0,0,1,0,1,30,0,14,29,51,23,16,3,15,25,41,13,25,12,12.7,3.7,-1.7,5,0,18,25,23,57,3,1
294,3,147,10,146,1,1,16,183,278,38,79,1,0,0,1,0,0,30,0,14,30,55,24,16,4,15,27,41,16,24,12,12.7,3.7,-1.7,5,62,2,33,26,18,5,2
295,4,153,14,174,0,4,21,112,252,12,92,0,1,1,1,1,1,43,0,18,36,51,27,13,4,21,29,44,11,25,14,16.9,3.7,5.79,13,11,26,30,5,42,3,0
